# RBMS_CellSdr 0x03:0x05，416B
# 点表来源：BMS2.0 LAN Matrix V1.0.50（docs/BMS2.0 LAN Matrix V1.0.50.xlsx）
# - value(物理值)：工程单位；编码 raw = round((value - offset) / Resolution)
# - 模拟默认值（尽量非零、便于联调）
signal,Byte,Start Bit,Bit Length,Resolution,offset,value(物理值),data_type,unit
RBMS_CellSdrate_373,373,2976,8,0.5,0,23,,Uint8,
RBMS_CellSdrate_374,374,2984,8,0.5,0,23,,Uint8,
RBMS_CellSdrate_375,375,2992,8,0.5,0,23,,Uint8,
RBMS_CellSdrate_376,376,3000,8,0.5,0,23,,Uint8,
RBMS_CellSdrate_377,377,3008,8,0.5,0,23.5,,Uint8,
RBMS_CellSdrate_378,378,3016,8,0.5,0,23.5,,Uint8,
RBMS_CellSdrate_379,379,3024,8,0.5,0,23.5,,Uint8,
RBMS_CellSdrate_380,380,3032,8,0.5,0,23.5,,Uint8,
RBMS_CellSdrate_381,381,3040,8,0.5,0,23.5,,Uint8,
RBMS_CellSdrate_382,382,3048,8,0.5,0,23.5,,Uint8,
RBMS_CellSdrate_383,383,3056,8,0.5,0,23.5,,Uint8,
RBMS_CellSdrate_384,384,3064,8,0.5,0,23.5,,Uint8,
RBMS_CellSdrate_385,385,3072,8,0.5,0,24,,Uint8,
RBMS_CellSdrate_386,386,3080,8,0.5,0,24,,Uint8,
RBMS_CellSdrate_387,387,3088,8,0.5,0,24,,Uint8,
RBMS_CellSdrate_388,388,3096,8,0.5,0,24,,Uint8,
RBMS_CellSdrate_389,389,3104,8,0.5,0,24,,Uint8,
RBMS_CellSdrate_390,390,3112,8,0.5,0,24,,Uint8,
RBMS_CellSdrate_391,391,3120,8,0.5,0,24,,Uint8,
RBMS_CellSdrate_392,392,3128,8,0.5,0,24,,Uint8,
RBMS_CellSdrate_393,393,3136,8,0.5,0,24.5,,Uint8,
RBMS_CellSdrate_394,394,3144,8,0.5,0,24.5,,Uint8,
RBMS_CellSdrate_395,395,3152,8,0.5,0,24.5,,Uint8,
RBMS_CellSdrate_396,396,3160,8,0.5,0,24.5,,Uint8,
RBMS_CellSdrate_397,397,3168,8,0.5,0,24.5,,Uint8,
RBMS_CellSdrate_398,398,3176,8,0.5,0,24.5,,Uint8,
RBMS_CellSdrate_399,399,3184,8,0.5,0,24.5,,Uint8,
RBMS_CellSdrate_400,400,3192,8,0.5,0,24.5,,Uint8,
RBMS_CellSdrate_401,401,3200,8,0.5,0,25,,Uint8,
RBMS_CellSdrate_402,402,3208,8,0.5,0,25,,Uint8,
RBMS_CellSdrate_403,403,3216,8,0.5,0,25,,Uint8,
RBMS_CellSdrate_404,404,3224,8,0.5,0,25,,Uint8,
RBMS_CellSdrate_405,405,3232,8,0.5,0,25,,Uint8,
RBMS_CellSdrate_406,406,3240,8,0.5,0,25,,Uint8,
RBMS_CellSdrate_407,407,3248,8,0.5,0,25,,Uint8,
RBMS_CellSdrate_408,408,3256,8,0.5,0,25,,Uint8,
RBMS_CellSdrate_409,409,3264,8,0.5,0,25.5,,Uint8,
RBMS_CellSdrate_410,410,3272,8,0.5,0,25.5,,Uint8,
RBMS_CellSdrate_411,411,3280,8,0.5,0,25.5,,Uint8,
RBMS_CellSdrate_412,412,3288,8,0.5,0,25.5,,Uint8,
RBMS_CellSdrate_413,413,3296,8,0.5,0,25.5,,Uint8,
RBMS_CellSdrate_414,414,3304,8,0.5,0,25.5,,Uint8,
RBMS_CellSdrate_415,415,3312,8,0.5,0,25.5,,Uint8,
RBMS_CellSdrate_416,416,3320,8,0.5,0,25.5,,Uint8,
animate,,,,,,false,,
