# RBMS_Temp 0x03:0x03，1188B
# 点表来源：BMS2.0 LAN Matrix V1.0.50（docs/BMS2.0 LAN Matrix V1.0.50.xlsx）
# - value(物理值)：工程单位；编码 raw = round((value - offset) / Resolution)
# - 模拟默认值（尽量非零、便于联调）
signal,Byte,Start Bit,Bit Length,Resolution,offset,value(物理值),data_type,unit
RBMS_ModTmp_373,745,5952,16,0.1,-40,62.2,,Int16,
RBMS_ModTmp_374,747,5968,16,0.1,-40,62.3,,Int16,
RBMS_ModTmp_375,749,5984,16,0.1,-40,62.4,,Int16,
RBMS_ModTmp_376,751,6000,16,0.1,-40,62.5,,Int16,
RBMS_ModTmp_377,753,6016,16,0.1,-40,62.6,,Int16,
RBMS_ModTmp_378,755,6032,16,0.1,-40,62.7,,Int16,
RBMS_ModTmp_379,757,6048,16,0.1,-40,62.8,,Int16,
RBMS_ModTmp_380,759,6064,16,0.1,-40,62.9,,Int16,
RBMS_ModTmp_381,761,6080,16,0.1,-40,63,,Int16,
RBMS_ModTmp_382,763,6096,16,0.1,-40,63.1,,Int16,
RBMS_ModTmp_383,765,6112,16,0.1,-40,63.2,,Int16,
RBMS_ModTmp_384,767,6128,16,0.1,-40,63.3,,Int16,
RBMS_ModTmp_385,769,6144,16,0.1,-40,63.4,,Int16,
RBMS_ModTmp_386,771,6160,16,0.1,-40,63.5,,Int16,
RBMS_ModTmp_387,773,6176,16,0.1,-40,63.6,,Int16,
RBMS_ModTmp_388,775,6192,16,0.1,-40,63.7,,Int16,
RBMS_ModTmp_389,777,6208,16,0.1,-40,63.8,,Int16,
RBMS_ModTmp_390,779,6224,16,0.1,-40,63.9,,Int16,
RBMS_ModTmp_391,781,6240,16,0.1,-40,64,,Int16,
RBMS_ModTmp_392,783,6256,16,0.1,-40,64.1,,Int16,
RBMS_ModTmp_393,785,6272,16,0.1,-40,64.2,,Int16,
RBMS_ModTmp_394,787,6288,16,0.1,-40,64.3,,Int16,
RBMS_ModTmp_395,789,6304,16,0.1,-40,64.4,,Int16,
RBMS_ModTmp_396,791,6320,16,0.1,-40,64.5,,Int16,
RBMS_ModTmp_397,793,6336,16,0.1,-40,64.6,,Int16,
RBMS_ModTmp_398,795,6352,16,0.1,-40,64.7,,Int16,
RBMS_ModTmp_399,797,6368,16,0.1,-40,64.8,,Int16,
RBMS_ModTmp_400,799,6384,16,0.1,-40,64.9,,Int16,
RBMS_ModTmp_401,801,6400,16,0.1,-40,65,,Int16,
RBMS_ModTmp_402,803,6416,16,0.1,-40,65.1,,Int16,
RBMS_ModTmp_403,805,6432,16,0.1,-40,65.2,,Int16,
RBMS_ModTmp_404,807,6448,16,0.1,-40,65.3,,Int16,
RBMS_ModTmp_405,809,6464,16,0.1,-40,65.4,,Int16,
RBMS_ModTmp_406,811,6480,16,0.1,-40,65.5,,Int16,
RBMS_ModTmp_407,813,6496,16,0.1,-40,65.6,,Int16,
RBMS_ModTmp_408,815,6512,16,0.1,-40,65.7,,Int16,
RBMS_ModTmp_409,817,6528,16,0.1,-40,65.8,,Int16,
RBMS_ModTmp_410,819,6544,16,0.1,-40,65.9,,Int16,
RBMS_ModTmp_411,821,6560,16,0.1,-40,66,,Int16,
RBMS_ModTmp_412,823,6576,16,0.1,-40,66.1,,Int16,
RBMS_ModTmp_413,825,6592,16,0.1,-40,66.2,,Int16,
RBMS_ModTmp_414,827,6608,16,0.1,-40,66.3,,Int16,
RBMS_ModTmp_415,829,6624,16,0.1,-40,66.4,,Int16,
RBMS_ModTmp_416,831,6640,16,0.1,-40,66.5,,Int16,
RBMS_PoleTDegC_1,833,6656,16,0.1,-40,25,,Int16,
RBMS_PoleTDegC_2,835,6672,16,0.1,-40,25.1,,Int16,
RBMS_PoleTDegC_3,837,6688,16,0.1,-40,25.2,,Int16,
RBMS_PoleTDegC_4,839,6704,16,0.1,-40,25.3,,Int16,
RBMS_PoleTDegC_5,841,6720,16,0.1,-40,25.4,,Int16,
RBMS_PoleTDegC_6,843,6736,16,0.1,-40,25.5,,Int16,
RBMS_PoleTDegC_7,845,6752,16,0.1,-40,25.6,,Int16,
RBMS_PoleTDegC_8,847,6768,16,0.1,-40,25.7,,Int16,
RBMS_PoleTDegC_9,849,6784,16,0.1,-40,25.8,,Int16,
RBMS_PoleTDegC_10,851,6800,16,0.1,-40,25.9,,Int16,
RBMS_PoleTDegC_11,853,6816,16,0.1,-40,26,,Int16,
RBMS_PoleTDegC_12,855,6832,16,0.1,-40,26.1,,Int16,
RBMS_PoleTDegC_13,857,6848,16,0.1,-40,26.2,,Int16,
RBMS_PoleTDegC_14,859,6864,16,0.1,-40,26.3,,Int16,
RBMS_PoleTDegC_15,861,6880,16,0.1,-40,26.4,,Int16,
RBMS_PoleTDegC_16,863,6896,16,0.1,-40,26.5,,Int16,
RBMS_PoleTDegC_17,865,6912,16,0.1,-40,26.6,,Int16,
RBMS_PoleTDegC_18,867,6928,16,0.1,-40,26.7,,Int16,
RBMS_PoleTDegC_19,869,6944,16,0.1,-40,26.8,,Int16,
RBMS_PoleTDegC_20,871,6960,16,0.1,-40,26.9,,Int16,
RBMS_PoleTDegC_21,873,6976,16,0.1,-40,27,,Int16,
RBMS_PoleTDegC_22,875,6992,16,0.1,-40,27.1,,Int16,
RBMS_PoleTDegC_23,877,7008,16,0.1,-40,27.2,,Int16,
RBMS_PoleTDegC_24,879,7024,16,0.1,-40,27.3,,Int16,
RBMS_PoleTDegC_25,881,7040,16,0.1,-40,27.4,,Int16,
RBMS_PoleTDegC_26,883,7056,16,0.1,-40,27.5,,Int16,
RBMS_PoleTDegC_27,885,7072,16,0.1,-40,27.6,,Int16,
RBMS_PoleTDegC_28,887,7088,16,0.1,-40,27.7,,Int16,
RBMS_PoleTDegC_29,889,7104,16,0.1,-40,27.8,,Int16,
RBMS_PoleTDegC_30,891,7120,16,0.1,-40,27.9,,Int16,
RBMS_PoleTDegC_31,893,7136,16,0.1,-40,28,,Int16,
RBMS_PoleTDegC_32,895,7152,16,0.1,-40,28.1,,Int16,
RBMS_PoleTDegC_33,897,7168,16,0.1,-40,28.2,,Int16,
RBMS_PoleTDegC_34,899,7184,16,0.1,-40,28.3,,Int16,
RBMS_PoleTDegC_35,901,7200,16,0.1,-40,28.4,,Int16,
RBMS_PoleTDegC_36,903,7216,16,0.1,-40,28.5,,Int16,
RBMS_PoleTDegC_37,905,7232,16,0.1,-40,28.6,,Int16,
RBMS_PoleTDegC_38,907,7248,16,0.1,-40,28.7,,Int16,
RBMS_PoleTDegC_39,909,7264,16,0.1,-40,28.8,,Int16,
RBMS_PoleTDegC_40,911,7280,16,0.1,-40,28.9,,Int16,
RBMS_PoleTDegC_41,913,7296,16,0.1,-40,29,,Int16,
RBMS_PoleTDegC_42,915,7312,16,0.1,-40,29.1,,Int16,
RBMS_PoleTDegC_43,917,7328,16,0.1,-40,29.2,,Int16,
RBMS_PoleTDegC_44,919,7344,16,0.1,-40,29.3,,Int16,
RBMS_PoleTDegC_45,921,7360,16,0.1,-40,29.4,,Int16,
RBMS_PoleTDegC_46,923,7376,16,0.1,-40,29.5,,Int16,
RBMS_PoleTDegC_47,925,7392,16,0.1,-40,29.6,,Int16,
RBMS_PoleTDegC_48,927,7408,16,0.1,-40,29.7,,Int16,
RBMS_PoleTDegC_49,929,7424,16,0.1,-40,29.8,,Int16,
RBMS_PoleTDegC_50,931,7440,16,0.1,-40,29.9,,Int16,
RBMS_PoleTDegC_51,933,7456,16,0.1,-40,30,,Int16,
RBMS_PoleTDegC_52,935,7472,16,0.1,-40,30.1,,Int16,
RBMS_PoleTDegC_53,937,7488,16,0.1,-40,30.2,,Int16,
RBMS_PoleTDegC_54,939,7504,16,0.1,-40,30.3,,Int16,
RBMS_PoleTDegC_55,941,7520,16,0.1,-40,30.4,,Int16,
RBMS_PoleTDegC_56,943,7536,16,0.1,-40,30.5,,Int16,
RBMS_PoleTDegC_57,945,7552,16,0.1,-40,30.6,,Int16,
RBMS_PoleTDegC_58,947,7568,16,0.1,-40,30.7,,Int16,
RBMS_PoleTDegC_59,949,7584,16,0.1,-40,30.8,,Int16,
RBMS_PoleTDegC_60,951,7600,16,0.1,-40,30.9,,Int16,
RBMS_PoleTDegC_61,953,7616,16,0.1,-40,31,,Int16,
RBMS_PoleTDegC_62,955,7632,16,0.1,-40,31.1,,Int16,
RBMS_PoleTDegC_63,957,7648,16,0.1,-40,31.2,,Int16,
RBMS_PoleTDegC_64,959,7664,16,0.1,-40,31.3,,Int16,
RBMS_PoleTDegC_65,961,7680,16,0.1,-40,31.4,,Int16,
RBMS_PoleTDegC_66,963,7696,16,0.1,-40,31.5,,Int16,
RBMS_PoleTDegC_67,965,7712,16,0.1,-40,31.6,,Int16,
RBMS_PoleTDegC_68,967,7728,16,0.1,-40,31.7,,Int16,
RBMS_PoleTDegC_69,969,7744,16,0.1,-40,31.8,,Int16,
RBMS_PoleTDegC_70,971,7760,16,0.1,-40,31.9,,Int16,
RBMS_PoleTDegC_71,973,7776,16,0.1,-40,32,,Int16,
RBMS_PoleTDegC_72,975,7792,16,0.1,-40,32.1,,Int16,
RBMS_PoleTDegC_73,977,7808,16,0.1,-40,32.2,,Int16,
RBMS_PoleTDegC_74,979,7824,16,0.1,-40,32.3,,Int16,
RBMS_PoleTDegC_75,981,7840,16,0.1,-40,32.4,,Int16,
RBMS_PoleTDegC_76,983,7856,16,0.1,-40,32.5,,Int16,
RBMS_PoleTDegC_77,985,7872,16,0.1,-40,32.6,,Int16,
RBMS_PoleTDegC_78,987,7888,16,0.1,-40,32.7,,Int16,
RBMS_PoleTDegC_79,989,7904,16,0.1,-40,32.8,,Int16,
RBMS_PoleTDegC_80,991,7920,16,0.1,-40,32.9,,Int16,
RBMS_PoleTDegC_81,993,7936,16,0.1,-40,33,,Int16,
RBMS_PoleTDegC_82,995,7952,16,0.1,-40,33.1,,Int16,
RBMS_PoleTDegC_83,997,7968,16,0.1,-40,33.2,,Int16,
RBMS_PoleTDegC_84,999,7984,16,0.1,-40,33.3,,Int16,
RBMS_PoleTDegC_85,1001,8000,16,0.1,-40,33.4,,Int16,
RBMS_PoleTDegC_86,1003,8016,16,0.1,-40,33.5,,Int16,
RBMS_PoleTDegC_87,1005,8032,16,0.1,-40,33.6,,Int16,
RBMS_PoleTDegC_88,1007,8048,16,0.1,-40,33.7,,Int16,
RBMS_PoleTDegC_89,1009,8064,16,0.1,-40,33.8,,Int16,
RBMS_PoleTDegC_90,1011,8080,16,0.1,-40,33.9,,Int16,
RBMS_PoleTDegC_91,1013,8096,16,0.1,-40,34,,Int16,
RBMS_PoleTDegC_92,1015,8112,16,0.1,-40,34.1,,Int16,
RBMS_PoleTDegC_93,1017,8128,16,0.1,-40,34.2,,Int16,
RBMS_PoleTDegC_94,1019,8144,16,0.1,-40,34.3,,Int16,
RBMS_PoleTDegC_95,1021,8160,16,0.1,-40,34.4,,Int16,
RBMS_PoleTDegC_96,1023,8176,16,0.1,-40,34.5,,Int16,
RBMS_PoleTDegC_97,1025,8192,16,0.1,-40,34.6,,Int16,
RBMS_PoleTDegC_98,1027,8208,16,0.1,-40,34.7,,Int16,
RBMS_PoleTDegC_99,1029,8224,16,0.1,-40,34.8,,Int16,
RBMS_PoleTDegC_100,1031,8240,16,0.1,-40,34.9,,Int16,
RBMS_PoleTDegC_101,1033,8256,16,0.1,-40,35,,Int16,
RBMS_PoleTDegC_102,1035,8272,16,0.1,-40,35.1,,Int16,
RBMS_PoleTDegC_103,1037,8288,16,0.1,-40,35.2,,Int16,
RBMS_PoleTDegC_104,1039,8304,16,0.1,-40,35.3,,Int16,
RBMS_PoleTDegC_105,1041,8320,16,0.1,-40,35.4,,Int16,
RBMS_PoleTDegC_106,1043,8336,16,0.1,-40,35.5,,Int16,
RBMS_PoleTDegC_107,1045,8352,16,0.1,-40,35.6,,Int16,
RBMS_PoleTDegC_108,1047,8368,16,0.1,-40,35.7,,Int16,
RBMS_PoleTDegC_109,1049,8384,16,0.1,-40,35.8,,Int16,
RBMS_PoleTDegC_110,1051,8400,16,0.1,-40,35.9,,Int16,
RBMS_PoleTDegC_111,1053,8416,16,0.1,-40,36,,Int16,
RBMS_PoleTDegC_112,1055,8432,16,0.1,-40,36.1,,Int16,
RBMS_PoleTDegC_113,1057,8448,16,0.1,-40,36.2,,Int16,
RBMS_PoleTDegC_114,1059,8464,16,0.1,-40,36.3,,Int16,
RBMS_PoleTDegC_115,1061,8480,16,0.1,-40,36.4,,Int16,
RBMS_PoleTDegC_116,1063,8496,16,0.1,-40,36.5,,Int16,
RBMS_PoleTDegC_117,1065,8512,16,0.1,-40,36.6,,Int16,
RBMS_PoleTDegC_118,1067,8528,16,0.1,-40,36.7,,Int16,
RBMS_PoleTDegC_119,1069,8544,16,0.1,-40,36.8,,Int16,
RBMS_PoleTDegC_120,1071,8560,16,0.1,-40,36.9,,Int16,
RBMS_PoleTDegC_121,1073,8576,16,0.1,-40,37,,Int16,
RBMS_PoleTDegC_122,1075,8592,16,0.1,-40,37.1,,Int16,
RBMS_PoleTDegC_123,1077,8608,16,0.1,-40,37.2,,Int16,
RBMS_PoleTDegC_124,1079,8624,16,0.1,-40,37.3,,Int16,
RBMS_PoleTDegC_125,1081,8640,16,0.1,-40,37.4,,Int16,
RBMS_PoleTDegC_126,1083,8656,16,0.1,-40,37.5,,Int16,
RBMS_PoleTDegC_127,1085,8672,16,0.1,-40,37.6,,Int16,
RBMS_PoleTDegC_128,1087,8688,16,0.1,-40,37.7,,Int16,
RBMS_PackPosNegConnTDegC_1,1089,8704,16,0.1,-40,25,,Int16,
RBMS_PackPosNegConnTDegC_2,1091,8720,16,0.1,-40,25.1,,Int16,
RBMS_PackPosNegConnTDegC_3,1093,8736,16,0.1,-40,25.2,,Int16,
RBMS_PackPosNegConnTDegC_4,1095,8752,16,0.1,-40,25.3,,Int16,
RBMS_PackPosNegConnTDegC_5,1097,8768,16,0.1,-40,25.4,,Int16,
RBMS_PackPosNegConnTDegC_6,1099,8784,16,0.1,-40,25.5,,Int16,
RBMS_PackPosNegConnTDegC_7,1101,8800,16,0.1,-40,25.6,,Int16,
RBMS_PackPosNegConnTDegC_8,1103,8816,16,0.1,-40,25.7,,Int16,
RBMS_PackPosNegConnTDegC_9,1105,8832,16,0.1,-40,25.8,,Int16,
RBMS_PackPosNegConnTDegC_10,1107,8848,16,0.1,-40,25.9,,Int16,
RBMS_PackPosNegConnTDegC_11,1109,8864,16,0.1,-40,26,,Int16,
RBMS_PackPosNegConnTDegC_12,1111,8880,16,0.1,-40,26.1,,Int16,
RBMS_PackPosNegConnTDegC_13,1113,8896,16,0.1,-40,26.2,,Int16,
RBMS_PackPosNegConnTDegC_14,1115,8912,16,0.1,-40,26.3,,Int16,
RBMS_PackPosNegConnTDegC_15,1117,8928,16,0.1,-40,26.4,,Int16,
RBMS_PackPosNegConnTDegC_16,1119,8944,16,0.1,-40,26.5,,Int16,
RBMS_PCBBdTVldFlg_1,1121,8960,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_2,1121,8961,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_3,1121,8962,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_4,1121,8963,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_5,1121,8964,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_6,1121,8965,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_7,1121,8966,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_8,1121,8967,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_9,1122,8968,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_10,1122,8969,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_11,1122,8970,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_12,1122,8971,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_13,1122,8972,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_14,1122,8973,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_15,1122,8974,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_16,1122,8975,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_17,1123,8976,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_18,1123,8977,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_19,1123,8978,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_20,1123,8979,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_21,1123,8980,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_22,1123,8981,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_23,1123,8982,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_24,1123,8983,1,1,0,1,,Uint8,
RBMS_PCBBdTVldFlg_25,1124,8984,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_26,1124,8985,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_27,1124,8986,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_28,1124,8987,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_29,1124,8988,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_30,1124,8989,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_31,1124,8990,1,1,0,0,,Uint8,
RBMS_PCBBdTVldFlg_32,1124,8991,1,1,0,0,,Uint8,
RBMS_PCBBdTDegC_1,1125,8992,16,0.1,-40,25,,Int16,
RBMS_PCBBdTDegC_2,1127,9008,16,0.1,-40,25.1,,Int16,
RBMS_PCBBdTDegC_3,1129,9024,16,0.1,-40,25.2,,Int16,
RBMS_PCBBdTDegC_4,1131,9040,16,0.1,-40,25.3,,Int16,
RBMS_PCBBdTDegC_5,1133,9056,16,0.1,-40,25.4,,Int16,
RBMS_PCBBdTDegC_6,1135,9072,16,0.1,-40,25.5,,Int16,
RBMS_PCBBdTDegC_7,1137,9088,16,0.1,-40,25.6,,Int16,
RBMS_PCBBdTDegC_8,1139,9104,16,0.1,-40,25.7,,Int16,
RBMS_PCBBdTDegC_9,1141,9120,16,0.1,-40,25.8,,Int16,
RBMS_PCBBdTDegC_10,1143,9136,16,0.1,-40,25.9,,Int16,
RBMS_PCBBdTDegC_11,1145,9152,16,0.1,-40,26,,Int16,
RBMS_PCBBdTDegC_12,1147,9168,16,0.1,-40,26.1,,Int16,
RBMS_PCBBdTDegC_13,1149,9184,16,0.1,-40,26.2,,Int16,
RBMS_PCBBdTDegC_14,1151,9200,16,0.1,-40,26.3,,Int16,
RBMS_PCBBdTDegC_15,1153,9216,16,0.1,-40,26.4,,Int16,
RBMS_PCBBdTDegC_16,1155,9232,16,0.1,-40,26.5,,Int16,
RBMS_PCBBdTDegC_17,1157,9248,16,0.1,-40,26.6,,Int16,
RBMS_PCBBdTDegC_18,1159,9264,16,0.1,-40,26.7,,Int16,
RBMS_PCBBdTDegC_19,1161,9280,16,0.1,-40,26.8,,Int16,
RBMS_PCBBdTDegC_20,1163,9296,16,0.1,-40,26.9,,Int16,
RBMS_PCBBdTDegC_21,1165,9312,16,0.1,-40,27,,Int16,
RBMS_PCBBdTDegC_22,1167,9328,16,0.1,-40,27.1,,Int16,
RBMS_PCBBdTDegC_23,1169,9344,16,0.1,-40,27.2,,Int16,
RBMS_PCBBdTDegC_24,1171,9360,16,0.1,-40,27.3,,Int16,
RBMS_PCBBdTDegC_25,1173,9376,16,0.1,-40,27.4,,Int16,
RBMS_PCBBdTDegC_26,1175,9392,16,0.1,-40,27.5,,Int16,
RBMS_PCBBdTDegC_27,1177,9408,16,0.1,-40,27.6,,Int16,
RBMS_PCBBdTDegC_28,1179,9424,16,0.1,-40,27.7,,Int16,
RBMS_PCBBdTDegC_29,1181,9440,16,0.1,-40,27.8,,Int16,
RBMS_PCBBdTDegC_30,1183,9456,16,0.1,-40,27.9,,Int16,
RBMS_PCBBdTDegC_31,1185,9472,16,0.1,-40,28,,Int16,
RBMS_PCBBdTDegC_32,1187,9488,16,0.1,-40,28.1,,Int16,
animate,,,,,,false,,
